cleaned_name,n_raw_variants,raw_variants
foundation rural energy services,1,Foundation Rural Energy Services
foundation to restore equality and education in syria,1,Foundation to Restore Equality and Education in Syria
fovarosi vizmuvek,1,Fővárosi Vízművek
fracarita belgium,1,Fracarita Belgium
fracarita international,1,Fracarita International
fransabank,1,Fransabank
fraternity association,1,Fraternity Association
fred hollows foundation,1,The Fred Hollows Foundation
free press unlimited,1,Free Press Unlimited
free syria,1,FREE Syria
free syrian lawyers association,1,Free Syrian Lawyers Association
freedom consulting group,1,Freedom Consulting Group
freedom fields usa,1,Freedom Fields USA
freedom house,1,Freedom House
french community of belgium,1,French Community of Belgium
french development agency,1,French Development Agency
freres de l instruction chretienne de ploermel,1,Frères de l'instruction chrétienne de Ploërmel
friedrich ebert stiftung,1,Friedrich Ebert Stiftung
friends for justice,1,Friends for Justice
friends of the islands of peace,1,Friends of the Islands of Peace
frikyrklig samverkan,1,Frikyrklig Samverkan
frontiers ruwad association,1,Frontiers Ruwad Association
frontline aids,1,Frontline AIDS
frpdp,1,FRPDP
fsem,1,FSEM
fulbright colombia,1,Fulbright Colombia
fulbright university vietnam,1,Fulbright University Vietnam
funaeso,1,FUNAESO
fund for african private sector assistance african development bank,1,Fund for African Private Sector Assistance - African Development Bank
fund for special operations,1,Fund for Special Operations
fundacio pau i soldiaritat,1,Fundació Pau i Soldiaritat
fundacio pro activa open arms,1,Fundacio Pro-activa Open Arms
fundacion acodea,1,Fundación Acodea
fundacion aculco,1,Fundación Aculco
fundacion agirre lehendakaria fundazioa,1,Fundación Agirre Lehendakaria Fundazioa
fundacion alli causai,1,Fundación Alli Causai
fundacion aluna,1,Fundación Aluna
fundacion ambiental dapaviva,1,Fundación Ambiental Dapaviva
fundacion amigo,1,Fundación Amigó
fundacion andi,1,Fundación ANDI
fundacion apip acam,1,Fundación APIP-ACAM
fundacion arcangeles,1,Fundación Arcángeles
fundacion atelopus,1,Fundación Atelopus
fundacion balcat solidaris,1,Fundación Balcat Solidaris
fundacion barco,1,Fundación Barco
fundacion biotellus,1,Fundación Biotellus
fundacion capital,1,Fundación Capital
fundacion carvajal,1,Fundación Carvajal
fundacion casa de las estrategias,1,Fundación Casa de las Estrategias
fundacion centro internacional de educacion y desarrollo humano,1,Fundación Centro Internacional de Educaciòn y Desarrollo Humano
fundacion cepaim,1,Fundación Cepaim
fundacion cideal de cooperacion e investigacion de espana,1,Fundación CIDEAL de Cooperación e Investigación de España
fundacion codespa,1,Fundación CODESPA
fundacion concordia y libertad,1,Fundación Concordia y Libertad
fundacion coomeva,1,Fundación Coomeva
fundacion corona,1,Fundación Corona
fundacion de ayuda contra la drogadiccion,1,Fundación de Ayuda contra la Drogadicción
fundacion de solidaridad amaranta,1,Fundación de Solidaridad Amaranta
fundacion del valle,1,Fundación del Valle
fundacion desarrollo sostenible,1,Fundación Desarrollo Sostenible
fundacion desarrollo sostenido,1,Fundación Desarrollo Sostenido
fundacion desarrollo y paz,1,Fundación Desarrollo y Paz
fundacion dr ivan manero,1,Fundación Dr. Ivan Mañero
fundacion ecociencia,1,Fundación EcoCiencia
fundacion educacion y cooperacion,1,Fundación Educacion y Cooperación
fundacion el compromiso,1,Fundación el Compromiso
fundacion el quinde,1,Fundación El Quinde
fundacion esar,1,Fundación ESAR
fundacion escuela nueva volvamos a la gente,1,Fundación Escuela Nueva Volvamos a la Gente
fundacion escuela taller de bogota,1,Fundación Escuela taller de Bogotá
fundacion forjando futuros,1,Fundación Forjando Futuros
fundacion futuro latinoamericano,1,Fundación Futuro Latinoamericano
fundacion gaia amazonas,1,Fundación Gaia Amazonas
fundacion global humanitaria,1,Fundación Global Humanitaria
fundacion global nature,1,Fundación Global Nature
fundacion grupo de accion y apoyo a personas trans,1,Fundación Grupo de Acción y Apoyo a Personas Trans
fundacion herencia ambiental caribe,1,Fundación Herencia Ambiental Caribe
fundacion hijos de la sierra flor,1,Fundación Hijos de la Sierra Flor
fundacion ideas para la paz,1,Fundación Ideas para la Paz
fundacion la merced migraciones,1,Fundación La Merced Migraciones
fundacion la valmuza,1,Fundación La Valmuza
fundacion las dos orillas,1,Fundación Las Dos Orillas
fundacion luker,1,Fundación Luker
fundacion mainel,1,Fundación Mainel
fundacion mi sangre,1,Fundación Mi Sangre
fundacion mujer y futuro,1,Fundación Mujer y Futuro
fundacion mundubat,1,Fundación Mundubat
fundacion natura,1,Fundación Natura
fundacion neme,1,Fundación Neme
fundacion oiga vea colombia verde,1,Fundación Oiga Vea Colombia Verde
fundacion once america latina foal,1,Fundación ONCE América Latina (FOAL)
fundacion panamericana para el desarrollo,1,Fundación Panamericana para el Desarrollo
fundacion para el desarrollo de la ecologia,1,Fundación para el Desarrollo de la Ecología
fundacion para el etnodesarrollo de los llanos orientales de colombia,1,Fundación para el Etnodesarrollo de los Llanos Orientales de Colombia
fundacion para la conservacion de la biodiversidad,1,Fundación para la Conservación de la Biodiversidad
fundacion para la conservacion y el desarrollo sostenible,1,Fundación para la Conservación y el Desarrollo Sostenible
fundacion para la educacion superior y el desarrollo,1,Fundación para la Educación Superior y el Desarrollo
fundacion para la libertad de prensa,1,Fundación para la Libertad de Prensa
fundacion para la paz y seguridad,1,Fundación para la Paz y Seguridad
fundacion para las tecnologias auxiliares de la agricultura,1,Fundación para las Tecnologías Auxiliares de la Agricultura
fundacion paz y reconciliacion,1,Fundación Paz y Reconciliacion
fundacion proaves,1,Fundación ProAves
fundacion proclade,1,Fundación PROCLADE
fundacion promocion social de la cultura,1,Fundación Promoción Social de la Cultura
fundacion proyecto primates,1,Fundación Proyecto Primates
fundacion real madrid,1,Fundación Real Madrid
fundacion recon,1,Fundación Recon
fundacion santa fe de bogota,1,Fundación Santa Fe de Bogotá
fundacion santo domingo,1,Fundación Santo Domingo
fundacion semana,1,Fundación Semana
fundacion sindical de cooperacion al desarrollo,1,Fundación Sindical de Cooperación al Desarrollo
fundacion social de holcim colombia,1,Fundación Social de Holcim Colombia
fundacion sumapaz,1,Fundación Sumapaz
fundacion taller de solidaridad,1,Fundación Taller de Solidaridad
fundacion triangulo,1,Fundación Triángulo
fundacion universidad de san andres,1,Fundación Universidad de San Andrés
fundacion vida silvestre,1,Fundación Vida Silvestre
fundacion vivamos,1,Fundación Vivamos
fundacion voces para la conciencia y el desarrollo,1,Fundación Voces para la Conciencia y el Desarrollo
fundacja dla migrantow “dobry start”,1,Fundacja dla Migrantów “Dobry Start”
fundacja polskie centrum pomocy miedzynarodowej,1,Fundacja Polskie Centrum Pomocy Międzynarodowej
fundasaun mahein,1,Fundasaun Mahein
future in our hands,1,Future in Our Hands
future partners foundation for development,1,Future Partners Foundation for Development
futuro verde,1,Futuro Verde
g e t s r o,1,G E T s.r.o.
g force engineering group,1,G-Force Engineering Group
g servis praha,1,G-servis Praha
gambia river development organization,1,Gambia River Development Organization
game,1,GAME
gannaane,1,Gannaane
gargaar relief development organization,1,Gargaar Relief Development Organization
garowe municipality,1,Garowe Municipality
gavi the vaccine alliance,1,"Gavi, the Vaccine Alliance"
gbalahun development union,1,Gbalahun Development Union
gda gente d africa,1,GdA - Gente d'Africa
gedefor,1,Gedefor
gender equality network,1,Gender Equality Network
general authority for rural water supply projects,1,General Authority for Rural Water Supply Projects
general corporation for cement and building materials,1,The General Corporation for Cement and Building Materials
general corporation for electrical industries and renewable energy,1,General Corporation for Electrical Industries and Renewable Energy
general corporation for land reclamation,1,General Corporation for Land Reclamation
general corporation for roads and bridges,1,General Corporation for Roads and Bridges
general directorate of humanitarian attention and social inclusion of immigration spain,1,General Directorate of Humanitarian Attention and Social Inclusion of Immigration - Spain
general secretariat for greeks abroad,1,General Secretariat for Greeks Abroad
general secretariat of the organization of american states,1,General Secretariat of the Organization of American States
general union of handicapped,1,General Union of Handicapped
geneva call,1,Geneva Call
geneva centre for security policy,1,Geneva Centre for Security Policy
geneva centre for security sector governance,1,Geneva Centre for Security Sector Governance
geneva global hub for education in emergencies,1,Geneva Global Hub For Education in Emergencies
geneva graduate institute,1,Geneva Graduate Institute
geneva international centre for humanitarian demining,1,Geneva International Centre for Humanitarian Demining
geomar helmholtz zentrum fur ozeanforschung kiel,1,GEOMAR Helmholtz-Zentrum für Ozeanforschung Kiel
geomin,1,Geomin
geomoun,1,Geomoun
georgetown university,1,Georgetown University
georgetown university in qatar,1,Georgetown University in Qatar
geotechnologie service,1,Geotechnologie Service SARL
german investment,1,German Investment Corporation
